4096,    0.358613
8192,    1.822491
12288,    3.850095
16384,    6.202576
20480,    10.139601
24576,    15.824899
28672,    20.488990
32768,    27.192880
36864,    33.707979
40960,    39.470414
45056,    47.760262
49152,    58.452152
53248,    69.461494
57344,    78.408895
61440,    91.525443
65536,    102.344471
