4096,    0.050663
8192,    0.080366
12288,    0.234061
16384,    0.246185
20480,    0.422673
24576,    0.620757
28672,    0.979867
32768,    1.349291
36864,    1.331823
40960,    1.593267
45056,    2.055883
49152,    2.214866
53248,    3.624266
57344,    3.121339
61440,    4.339261
65536,    4.814804
